Company Name,Symbol,Year,Month,Day,Closing Price,Sector,Industry,Market Cap,Price to Earnings,PEG,Price to Book,Dividend,Payout Ratio,Value Metric
mdf commerce inc.,MDF,2021,3,2,14.22,Communication Services,Internet Content & Information,325450000.0,N/A,-2.31,2.15,N/A,0.0,N/A
Symphony Floating Rate Senior Loan Fund,SSF-UN,2021,3,2,7.56,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Power Corporation of Canada,POW,2021,3,2,31.62,Financial Services,Insurance—Life,21510000000.0,11.93,1.76,1.05,0.056600000000000004,0.8375,11.855479840999433
Real Matters Inc.,REAL,2021,3,2,16.13,Technology,Software—Application,1380000000.0,32.92,28.99,6.66,N/A,0.0,219.24720000000002
Akumin Inc.,AKU,2021,3,2,4.67,Healthcare,Diagnostics & Research,330610000.0,N/A,N/A,2.4,N/A,0.0,N/A
Evertz Technologies Limited,ET,2021,3,2,14.22,Technology,Communication Equipment,1090000000.0,19.22,1.13,3.59,0.037599999999999995,0.7297,66.49942174248264
Allied Properties Real Estate Investment Trust,AP-UN,2021,3,2,39.62,Real Estate,REIT—Office,5040000000.0,9.86,N/A,0.82,0.0433,0.4104,7.74964056359628
Aecon Group Inc.,ARE,2021,3,2,18.8,Industrials,Engineering & Construction,1130000000.0,14.52,2.7,1.3,0.0348,0.5482,18.241206030150757
Eldorado Gold Corporation,ELD,2021,3,2,13.8,Basic Materials,Gold,2410000000.0,23.0,0.08,0.67,N/A,0.0,15.41
Eastern Platinum Limited,ELR,2021,3,2,0.41,Basic Materials,Other Precious Metals & Mining,56350000.0,N/A,N/A,0.39,N/A,0.0,N/A
Northland Power Inc.,NPI,2021,3,2,43.65,Utilities,Utilities—Renewable,8820000000.0,24.97,9.73,6.72,0.028399999999999998,0.6857,163.16452742123687
Major Drilling Group International Inc.,MDI,2021,3,2,7.1,Basic Materials,Other Industrial Metals & Mining,572550000.0,N/A,14.65,1.93,N/A,0.0,N/A
Sabina Gold & Silver Corp.,SBB,2021,3,2,2.2,Basic Materials,Gold,717440000.0,N/A,31.44,1.42,N/A,0.0,N/A
Domtar Corporation,UFS,2021,3,2,47.23,Basic Materials,Paper & Paper Products,2610000000.0,N/A,N/A,1.15,N/A,N/A,N/A
THE GREEN ORGANIC DUTCHMAN HLDS,TGOD-WB,2021,2,26,0.12,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Leon's Furniture Limited,LNF,2021,3,2,20.5,Consumer Cyclical,Specialty Retail,1610000000.0,10.28,N/A,1.59,0.031200000000000002,0.2915,15.850659425911559
Copper Mountain Mining Corporation,CMMC,2021,3,2,3.17,Basic Materials,Copper,658260000.0,17.61,-0.1,2.46,N/A,0.0,43.3206
Starcore International Mines Ltd.,SAM,2021,3,2,0.3,Basic Materials,Other Industrial Metals & Mining,14890000.0,11.11,N/A,0.38,N/A,0.0,4.2218
Richelieu Hardware Ltd.,RCH,2021,3,2,37.74,Consumer Cyclical,Furnishings Fixtures & Appliances,2109999999.9999998,25.16,1.53,3.83,0.0074,0.1334,95.65495334524519
CGI Inc.,GIB-A,2021,3,2,98.61,Technology,Information Technology Services,25020000000.0,22.12,2.45,3.49,N/A,0.0,77.1988
Sprott Physical Gold and Silver Trust,CEF-U,2021,3,1,18.08,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
The Supreme Cannabis Company Inc.,FIRE,2021,3,2,0.29,Healthcare,Drug Manufacturers—Specialty & Generic,213060000.0,N/A,N/A,0.8,N/A,0.0,N/A
Transat A.T. Inc.,TRZ,2021,3,2,5.07,Consumer Cyclical,Travel Services,191380000.0,N/A,-0.05,2.89,N/A,0.0,N/A
Capital Power Corporation,CPX,2021,3,2,34.71,Utilities,Utilities—Independent Power Producers,3710000000.0,45.08,1.36,1.89,0.059699999999999996,2.5779,80.40124563555722
Healthcare Special Opportunities Fund,MDS-UN,2021,3,1,13.29,N/A,N/A,36120000.0,N/A,N/A,N/A,0.019799999999999998,2.0308,N/A
Fury Gold Mines Limited,FURY,2021,3,2,1.78,Basic Materials,Other Industrial Metals & Mining,209590000.0,N/A,N/A,2.49,N/A,0.0,N/A
Clearwater Seafoods Incorporated,CLR,2021,2,26,8.24,Consumer Defensive,Packaged Foods,536820000.00000006,86.74,N/A,N/A,N/A,N/A,N/A
ProMIS Neurosciences Inc.,PMN,2021,3,2,0.13,Healthcare,Biotechnology,37670000.0,N/A,N/A,N/A,N/A,0.0,N/A
Nexa Resources S.A.,NEXA,2021,3,2,12.29,Basic Materials,Other Industrial Metals & Mining,1680000000.0,N/A,N/A,1.18,0.027999999999999997,N/A,N/A
Goldgroup Mining Inc.,GGA,2021,3,2,0.05,Basic Materials,Gold,10590000.0,N/A,N/A,50.0,N/A,0.0,N/A
Sustainable Infrastructure Division Fund,INF-UN,2021,3,2,10.86,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Cogeco Communications Inc.,CCA,2021,3,2,116.8,Communication Services,Telecom Services,5600000000.0,14.26,-4.15,2.38,0.022099999999999998,0.29059999999999997,33.20497015947559
Centamin plc,CEE,2021,3,2,1.85,Basic Materials,Gold,2089999999.9999998,15.04,N/A,1.64,0.086,0.8136,22.712338858195206
North American Construction Group Ltd.,NOA,2021,3,2,14.77,Energy,Oil & Gas Equipment & Services,425130000.0,9.25,0.71,1.73,0.0105,0.1,15.83621969322118
Allbanc Split Corp. II,ALB,2021,2,24,28.66,Basic Materials,Specialty Chemicals,28100000.0,N/A,N/A,1.25,N/A,N/A,N/A
Enghouse Systems Limited,ENGH,2021,3,2,57.18,Technology,Software—Application,3160000000.0,32.31,4.19,6.38,0.0096,0.2768,204.1776941362916
Australian REIT Income Fund,HRR-UN,2021,3,2,9.72,Real Estate,REIT—Specialty,7870000.0,N/A,N/A,N/A,0.0688,N/A,N/A
Silvercorp Metals Inc.,SVM,2021,3,2,7.23,Basic Materials,Silver,1270000000.0,30.0,0.06,2.76,0.0044,0.1042,82.43727598566308
Morguard Real Estate Investment Trust,MRT-UN,2021,3,2,4.94,Real Estate,REIT—Diversified,316780000.0,N/A,N/A,0.27,0.048,N/A,N/A
Canagold Resources Ltd.,CCM,2021,3,2,0.5,Basic Materials,Gold,35050000.0,N/A,N/A,1.38,N/A,0.0,N/A
Aimia Inc.,AIM,2021,3,2,4.18,Industrials,Specialty Business Services,392600000.0,67.42,N/A,0.89,N/A,0.0,60.003800000000005
Crown Capital Partners Inc.,CRWN,2021,3,1,5.3,Financial Services,Credit Services,48970000.0,N/A,N/A,0.58,N/A,N/A,N/A
Stelco Holdings Inc.,STLC,2021,3,2,26.25,Basic Materials,Steel,2330000000.0,N/A,0.03,4.17,0.015300000000000001,N/A,N/A
,CFW-WT,2021,2,4,1.72,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Gran Tierra Energy Inc.,GTE,2021,3,2,0.95,Energy,Oil & Gas E&P,348630000.0,N/A,0.46,1.36,N/A,0.0,N/A
Algoma Central Corporation,ALC,2021,3,2,15.5,Industrials,Marine Shipping,585910000.0,13.07,N/A,1.05,0.0446,0.9057,13.137564618035613
H&R Real Estate Investment Trust,HR-UN,2021,3,2,13.98,Real Estate,REIT—Diversified,4010000000.0,N/A,N/A,0.66,0.050300000000000004,N/A,N/A
K92 Mining Inc.,KNT,2021,3,2,6.2,Basic Materials,Gold,1360000000.0,25.2,N/A,8.27,N/A,0.0,208.404
Shawcor Ltd.,SCL,2021,3,2,4.91,Energy,Oil & Gas Equipment & Services,345760000.0,N/A,-0.03,0.51,N/A,N/A,N/A
SOPerior Fertilizer Corp.,SOP,2021,2,19,0.06,Basic Materials,Other Industrial Metals & Mining,15050000.0,N/A,N/A,N/A,N/A,0.0,N/A
RTG Mining Inc.,RTG,2021,2,26,0.205,Basic Materials,Other Industrial Metals & Mining,112910000.0,N/A,N/A,18.64,N/A,0.0,N/A
Lassonde Industries Inc.,LAS-A,2021,3,2,165.0,Consumer Defensive,Beverages—Non-Alcoholic,1140000000.0,11.14,N/A,1.53,0.016,0.1681,16.775787401574803
SIR Royalty Income Fund,SRV-UN,2021,3,2,6.03,Consumer Cyclical,Restaurants,50500000.0,N/A,N/A,1.2,N/A,N/A,N/A
CareRx Corporation,CRRX,2021,3,2,5.17,Healthcare,Medical Care Facilities,154920000.0,N/A,N/A,9.7,N/A,0.0,N/A
CanWel Building Materials Group Ltd.,CWX,2021,3,2,7.92,Basic Materials,Building Materials,617250000.0,12.94,N/A,1.8,0.060899999999999996,0.8852,21.954943915543407
Docebo Inc.,DCBO,2021,3,2,57.99,Technology,Software—Application,1900000000.0,N/A,N/A,37.51,N/A,0.0,N/A
Canadian Pacific Railway Limited,CP,2021,3,2,462.61,Industrials,Railroads,61660000000.0,25.74,N/A,8.43,0.008100000000000001,0.1981,215.24471778593391
MINT Income Fund,MID-UN,2021,3,2,5.6,Financial Services,Asset Management,85630000.0,N/A,N/A,1.08,0.0873,N/A,N/A
Manulife Financial Corporation,MFC,2021,3,2,25.98,Financial Services,Insurance—Life,50410000000.0,8.87,2.04,1.06,0.0431,0.3823,9.013709136228549
Teranga Gold Corporation,TGZ,2021,2,16,12.33,Basic Materials,Gold,2069999999.9999998,122.08,2.87,2.48,N/A,0.0,302.7584
Shaw Communications Inc.,SJR-B,2021,3,2,22.51,Communication Services,Telecom Services,11570000000.0,17.05,2.16,1.95,0.0526,0.8976999999999999,31.58607258217747
Atrium Mortgage Investment Corporation,AI,2021,3,2,12.85,Financial Services,Mortgage Finance,544990000.0,13.88,N/A,1.18,0.069,0.9677,15.321234798877455
Storm Resources Ltd.,SRX,2021,3,2,2.8,Energy,Oil & Gas E&P,340360000.0,N/A,N/A,0.84,N/A,0.0,N/A
Global Real Estate & E-Commerce Dividend Fund,GEC-UN,2021,3,2,14.13,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Agnico Eagle Mines Limited,AEM,2021,3,2,72.07,Basic Materials,Gold,17530000000.0,34.32,N/A,3.08,0.0255,0.4524,103.07713310580205
Helius Medical Technologies Inc.,HSM,2021,3,2,17.54,Healthcare,Medical Devices,40540000.0,N/A,N/A,7.11,N/A,0.0,N/A
BTB Real Estate Investment Trust,BTB-UN,2021,3,2,3.94,Real Estate,REIT—Diversified,248410000.0,6.07,N/A,0.73,0.0758,0.5440999999999999,4.1188882691950175
Energy Income Fund,ENI-UN,2021,3,2,1.54,Financial Services,Asset Management,5440000.0,N/A,N/A,0.91,0.0764,N/A,N/A
AltaGas Ltd.,ALA,2021,3,2,19.26,Utilities,Utilities—Regulated Gas,5380000000.0,11.08,1.25,0.9,0.051399999999999994,0.5536,9.484496861327754
Park Lawn Corporation,PLC,2021,3,2,30.74,Consumer Cyclical,Personal Services,907570000.0,68.77,28.63,1.69,0.0148,1.0293,114.52631060307449
Harte Gold Corp.,HRT,2021,3,2,0.135,Basic Materials,Gold,116500000.0,N/A,N/A,N/A,N/A,0.0,N/A
GoGold Resources Inc.,GGD,2021,3,2,2.37,Basic Materials,Other Precious Metals & Mining,629370000.0,12.09,N/A,3.52,N/A,0.0,42.5568
Dividend Select 15 Corp.,DS,2021,3,2,6.85,Financial Services,Asset Management,43000000.0,N/A,N/A,N/A,0.09390000000000001,N/A,N/A
Linamar Corporation,LNR,2021,3,2,72.24,Consumer Cyclical,Auto Parts,4690000000.0,21.91,1.86,1.11,0.006500000000000001,0.1091,24.16304023845008
Northern Dynasty Minerals Ltd.,NDM,2021,3,2,0.95,Basic Materials,Other Industrial Metals & Mining,483590000.0,N/A,N/A,2.55,N/A,0.0,N/A
Jamieson Wellness Inc.,JWEL,2021,3,2,34.56,Consumer Defensive,Packaged Foods,1380000000.0,34.22,N/A,4.71,0.0143,0.4635,158.90387459331558
Recipe Unlimited Corporation,RECP,2021,3,2,18.5,Consumer Cyclical,Restaurants,1040000000.0,N/A,N/A,3.99,N/A,N/A,N/A
Nuvei Corporation,NVEI-U,2021,3,2,52.95,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Mawson Gold Limited,MAW,2021,3,2,0.275,Basic Materials,Gold,70340000.0,N/A,N/A,1.29,N/A,0.0,N/A
Altius Minerals Corporation,ALS,2021,3,2,14.07,Basic Materials,Other Industrial Metals & Mining,583590000.0,N/A,N/A,2.13,0.013600000000000001,N/A,N/A
GFL Environmental Inc.,GFL,2021,3,2,41.27,Industrials,Waste Management,13470000000.0,N/A,2.93,2.37,0.0013,N/A,N/A
Element Fleet Management Corp.,EFN,2021,3,2,12.56,Industrials,Rental & Leasing Services,5530000000.0,114.18,2.48,1.71,0.0208,1.8,191.26939655172416
TransGlobe Energy Corporation,TGL,2021,3,2,1.82,Energy,Oil & Gas E&P,132030000.0,N/A,N/A,0.95,N/A,0.0,N/A
Teck Resources Limited,TECK-A,2021,3,2,32.0,Basic Materials,Other Industrial Metals & Mining,14510000000.0,N/A,N/A,0.85,0.0062,N/A,N/A
Gibson Energy Inc.,GEI,2021,3,2,21.6,Energy,Oil & Gas Midstream,3140000000.0,26.34,1.53,4.63,0.06480000000000001,1.6584999999999999,114.532494365139
Candente Copper Corp.,DNT,2021,3,2,0.21,Basic Materials,Copper,52740000.0,N/A,N/A,0.8,N/A,0.0,N/A
Enerplus Corporation,ERF,2021,3,2,6.07,Energy,Oil & Gas E&P,1350000000.0,N/A,0.14,2.52,0.0195,N/A,N/A
Barrick Gold Corporation,ABX,2021,3,2,25.08,Basic Materials,Gold,44600000000.0,19.19,N/A,1.91,0.0191,0.2366,35.96595034834659
ATS Automation Tooling Systems Inc.,ATA,2021,3,2,27.8,Industrials,Specialty Industrial Machinery,2560000000.0,48.01,5.37,2.83,N/A,0.0,135.8683
Cervus Equipment Corporation,CERV,2021,3,2,14.8,Industrials,Farm & Heavy Construction Machinery,227330000.0,18.95,1.64,0.93,0.0139,0.3333,17.38189170529638
Talon Metals Corp.,TLO,2021,3,2,0.72,Basic Materials,Other Industrial Metals & Mining,429370000.0,N/A,N/A,6.21,N/A,0.0,N/A
Amerigo Resources Ltd.,ARG,2021,3,2,0.91,Basic Materials,Copper,164500000.0,30.33,N/A,1.49,N/A,0.0,45.1917
StageZero Life Sciences Ltd.,SZLS,2021,3,2,1.18,Healthcare,Diagnostics & Research,70620000.0,N/A,N/A,N/A,N/A,0.0,N/A
Canadian Natural Resources Limited,CNQ,2021,3,2,36.2,Energy,Oil & Gas E&P,42750000000.0,N/A,3.16,1.33,0.049,N/A,N/A
Ensign Energy Services Inc.,ESI,2021,3,2,1.17,Energy,Oil & Gas Drilling,189700000.0,N/A,-0.83,0.13,N/A,N/A,N/A
Wajax Corporation,WJX,2021,3,2,19.68,Industrials,Industrial Distribution,394260000.0,12.7,0.92,1.21,0.0447,0.6211,14.709485976835454
Logistec Corporation,LGT-B,2021,3,2,38.0,Industrials,Marine Shipping,498530000.0,15.83,N/A,1.66,0.0111,0.16260000000000002,25.98931856394026
Freehold Royalties Ltd.,FRU,2021,3,2,7.03,Energy,Oil & Gas E&P,834780000.0,N/A,4.22,1.26,0.0348,N/A,N/A
Seven Generations Energy Ltd.,VII,2021,3,2,8.22,Energy,Oil & Gas E&P,2740000000.0,N/A,0.59,0.9,N/A,0.0,N/A
CAE Inc.,CAE,2021,3,2,36.87,Industrials,Aerospace & Defense,10430000000.0,945.38,6.87,3.75,N/A,2.75,3545.175
Orla Mining Ltd.,OLA,2021,3,2,4.43,Basic Materials,Gold,1010000000.0,N/A,N/A,6.37,N/A,0.0,N/A
Quebecor Inc.,QBR-B,2021,3,2,33.29,Communication Services,Telecom Services,8289999999.999999,14.17,3.71,7.43,0.033,0.3268,101.91974830590513
Andrew Peller Limited,ADW-B,2021,3,2,12.5,Consumer Defensive,Beverages—Wineries & Distilleries,474140000.0,16.49,N/A,2.0,0.016,0.1199,32.46062992125984
Mega Uranium Ltd.,MGA,2021,3,2,0.2,Energy,Uranium,68640000.0,12.5,N/A,0.87,N/A,0.0,10.875
Middlefield Can-Global REIT Income Fund,RCO-UN,2021,3,2,10.0,Real Estate,REIT—Specialty,17810000.0,N/A,N/A,N/A,0.065,N/A,N/A
Constellation Software Inc.,CSU,2021,3,2,1695.55,Technology,Software—Application,35930000000.0,82.41,1.18,34.29,0.003,0.1943,2817.386739780658
Dream Impact Trust,MPCT-UN,2021,3,2,6.33,Real Estate,REIT—Diversified,410260000.0,26.05,N/A,0.76,0.064,1.5865,18.607142857142858
Morguard Corporation,MRC,2021,3,2,108.79,Real Estate,Real Estate—Diversified,1210000000.0,25.32,N/A,0.35,0.005600000000000001,0.1405,8.812649164677804
A&W Revenue Royalties Income Fund,AW-UN,2021,3,2,34.75,Consumer Cyclical,Restaurants,488750000.0,22.73,N/A,3.23,0.0472,0.6658,70.10876623376625
Winpak Ltd.,WPK,2021,3,2,40.26,Consumer Cyclical,Packaging & Containers,2620000000.0,24.74,N/A,2.36,0.003,0.054299999999999994,58.21176470588235
Goldmoney Inc.,XAU,2021,3,2,3.12,Financial Services,Capital Markets,235410000.0,26.0,N/A,1.27,N/A,0.0,33.02
Flagship Communities Real Estate Investment Trust,MHC-U,2021,3,2,15.69,Real Estate,REIT—Residential,112770000.0,N/A,N/A,N/A,0.034,0.0,N/A
Intellipharmaceutics International Inc.,IPCI,2021,3,2,0.35,Healthcare,Biotechnology,8289999.999999999,N/A,N/A,N/A,N/A,0.0,N/A
Pinnacle Renewable Energy Inc.,PL,2021,3,2,10.97,Basic Materials,Lumber & Wood Production,365950000.0,N/A,N/A,2.49,0.013600000000000001,N/A,N/A
Nickel Creek Platinum Corp.,NCP,2021,3,2,0.13,Basic Materials,Other Industrial Metals & Mining,44580000.0,N/A,N/A,1.55,N/A,0.0,N/A
TransAlta Corporation,TA,2021,3,2,11.23,Utilities,Utilities—Independent Power Producers,3080000000.0,N/A,-2.26,1.79,0.0161,N/A,N/A
Crescita Therapeutics Inc.,CTX,2021,3,2,0.9,Healthcare,Drug Manufacturers—Specialty & Generic,18580000.0,128.57,N/A,0.85,N/A,0.0,109.2845
Glacier Media Inc.,GVC,2021,3,2,0.4,Communication Services,Publishing,50090000.0,N/A,N/A,0.3,N/A,0.0,N/A
Guardian Capital Group Limited,GCG-A,2021,3,2,26.75,Financial Services,Asset Management,742830000.0,N/A,N/A,1.07,0.0236,N/A,N/A
Western Resources Corp.,WRX,2021,3,2,0.16,Basic Materials,Other Industrial Metals & Mining,29900000.0,N/A,N/A,0.18,N/A,0.0,N/A
Bird Construction Inc.,BDT,2021,3,2,9.37,Industrials,Engineering & Construction,496970000.0,17.04,1.47,2.54,0.0437,0.7091,41.469387755102034
Apollo Healthcare Corp.,AHC,2021,3,2,4.66,Consumer Defensive,Household & Personal Products,343560000.0,6.26,N/A,4.57,N/A,0.0,28.6082
Hanwei Energy Services Corp.,HE,2021,3,2,0.03,Energy,Oil & Gas Equipment & Services,5830000.0,N/A,N/A,N/A,N/A,0.0,N/A
Patriot One Technologies Inc.,PAT,2021,3,2,0.55,Technology,Software—Application,82900000.0,N/A,N/A,1.4,N/A,0.0,N/A
Microbix Biosystems Inc.,MBX,2021,3,2,0.63,Healthcare,Biotechnology,68950000.0,N/A,N/A,9.84,N/A,0.0,N/A
Slate Grocery REIT,SGR-UN,2021,3,2,11.84,Real Estate,REIT—Retail,560850000.0,12.12,N/A,1.24,0.09300000000000001,0.9837,13.750045745654162
Forsys Metals Corp.,FSY,2021,3,2,0.51,Basic Materials,Other Industrial Metals & Mining,85120000.0,N/A,N/A,6.46,N/A,0.0,N/A
TerraVest Industries Inc.,TVK,2021,3,2,17.03,Energy,Oil & Gas Equipment & Services,314680000.0,9.96,N/A,2.39,0.0226,0.2339,23.278310189712503
Brookfield Select Opportunities Income Fund,BSO-UN,2021,3,2,5.9,Financial Services,Asset Management,35650000.0,N/A,N/A,N/A,0.1161,N/A,N/A
Gear Energy Ltd.,GXE,2021,3,2,0.39,Energy,Oil & Gas E&P,84430000.0,N/A,N/A,0.8,N/A,0.0,N/A
Precision Drilling Corporation,PD,2021,3,2,28.65,Energy,Oil & Gas Drilling,382500000.0,N/A,0.07,0.28,N/A,0.0,N/A
NextSource Materials Inc.,NEXT,2021,3,2,0.325,Basic Materials,Other Industrial Metals & Mining,194370000.0,N/A,N/A,N/A,N/A,0.0,N/A
Avicanna Inc.,AVCN,2021,3,2,1.23,Healthcare,Drug Manufacturers—Specialty & Generic,43940000.0,N/A,N/A,2.49,N/A,0.0,N/A
Finning International Inc.,FTT,2021,3,2,33.53,Industrials,Industrial Distribution,5440000000.0,23.45,0.9,2.46,0.0239,0.5734,56.34046293583357
Granite Real Estate Investment Trust,GRT-UN,2021,3,2,73.43,Real Estate,REIT—Industrial,4530000000.0,12.04,N/A,1.17,0.040999999999999995,0.5075,13.531988472622478
Parkland Corporation,PKI,2021,3,2,38.78,Energy,Oil & Gas Refining & Marketing,5800000000.0,28.64,64.89,3.07,0.0313,0.8867,85.25627848346745
SRHI Inc.,SRHI,2021,3,2,0.69,Basic Materials,Copper,22980000.0,N/A,N/A,0.75,N/A,0.0,N/A
Brookfield Infrastructure Partners L.P.,BIP-UN,2021,3,2,64.52,Utilities,Utilities—Diversified,19060000000.0,134.98,N/A,4.5,0.039599999999999996,5.6929,584.2727972297037
First Quantum Minerals Ltd.,FM,2021,3,2,28.07,Basic Materials,Copper,19320000000.0,N/A,0.37,2.18,0.0004,N/A,N/A
Solitario Zinc Corp.,SLR,2021,3,2,1.26,Basic Materials,Other Industrial Metals & Mining,75050000.0,N/A,N/A,3.05,N/A,0.0,N/A
Americas Gold and Silver Corporation,USA,2021,3,2,3.21,Basic Materials,Other Industrial Metals & Mining,412000000.0,N/A,N/A,2.17,N/A,0.0,N/A
JFT Strategies Fund,JFS-UN,2021,3,2,21.59,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Stingray Group Inc.,RAY-A,2021,3,2,6.86,Communication Services,Broadcasting,503050000.0,20.66,0.78,1.75,0.043,0.8824,34.664429530201346
Goodfood Market Corp.,FOOD,2021,3,2,10.9,Consumer Cyclical,Personal Services,791730000.0,N/A,N/A,12.25,N/A,0.0,N/A
OrganiGram Holdings Inc.,OGI,2021,3,2,4.05,Healthcare,Drug Manufacturers—Specialty & Generic,940250000.0,N/A,0.13,2.95,N/A,0.0,N/A
Bengal Energy Ltd.,BNG,2021,3,2,0.055,Energy,Oil & Gas E&P,23810000.0,N/A,N/A,0.28,N/A,0.0,N/A
Sprott Inc.,SII,2021,3,2,47.57,Financial Services,Asset Management,1170000000.0,45.3,-1.46,4.05,0.0265,0.8764,178.7286897223575
Pollard Banknote Limited,PBL,2021,3,2,52.11,Consumer Cyclical,Gambling,1350000000.0,52.11,N/A,9.61,0.0029,0.16,499.3290457672749
Victoria Gold Corp.,VGCX,2021,3,2,11.16,Basic Materials,Gold,690140000.0,N/A,N/A,2.24,N/A,0.0,N/A
Galiano Gold Inc.,GAU,2021,3,2,1.4,Basic Materials,Gold,313920000.0,16.87,0.11,1.73,N/A,0.0,29.185100000000002
Canadian Apartment Properties Real Estate Investment Trust,CAR-UN,2021,3,2,52.17,Real Estate,REIT—Residential,8970000000.0,9.67,N/A,0.97,0.0262,0.2559,9.140420970571038
Cenovus Energy Inc.,CVE,2021,3,2,9.41,Energy,Oil & Gas Integrated,18980000000.0,N/A,9.96,0.69,0.0085,N/A,N/A
Osisko Gold Royalties Ltd,OR,2021,3,2,13.4,Basic Materials,Gold,2240000000.0,134.0,0.98,1.29,0.016,2.0,170.13779527559055
CT Real Estate Investment Trust,CRT-UN,2021,3,2,15.73,Real Estate,REIT—Retail,3630000000.0,42.98,N/A,2.45,0.0516,1.0285,100.13408139977177
Calfrac Well Services Ltd.,CFW,2021,3,2,4.04,Energy,Oil & Gas Equipment & Services,151130000.0,N/A,0.0,N/A,N/A,0.0,N/A
TransAlta Renewables Inc.,RNW,2021,3,2,20.22,Utilities,Utilities—Renewable,5390000000.0,61.65,6.68,2.38,0.046,2.8484,140.27437858508603
Tucows Inc.,TC,2021,3,2,107.3,Technology,Software—Infrastructure,1140000000.0,198.7,N/A,10.88,N/A,0.0,2161.856
Sentry Select Primary Metals Corp.,PME,2021,3,2,2.65,Basic Materials,Gold,37890000.0,2.41,N/A,0.87,N/A,N/A,2.0967000000000002
Alaris Equity Partners Income Trust,AD-UN,2021,3,2,15.47,Financial Services,Asset Management,603270000.0,N/A,18.69,0.99,0.0806,N/A,N/A
TVA Group Inc.,TVA-B,2021,3,2,2.22,Communication Services,Broadcasting,95920000.0,2.97,0.46,0.31,N/A,0.0,0.9207000000000001
Marathon Gold Corporation,MOZ,2021,3,2,2.57,Basic Materials,Gold,543310000.0,N/A,N/A,3.82,N/A,0.0,N/A
Oncolytics Biotech Inc.,ONC,2021,3,2,4.01,Healthcare,Biotechnology,173630000.0,N/A,N/A,8.1,N/A,0.0,N/A
European Residential Real Estate Investment Trust,ERE-UN,2021,3,2,4.3,Real Estate,REIT—Residential,381460000.0,N/A,N/A,N/A,0.0374,0.15380000000000002,N/A
Sandstorm Gold Ltd.,SSL,2021,3,2,8.1,Basic Materials,Gold,1580000000.0,115.71,1.93,2.48,N/A,0.0,286.9608
Global Telecom & Utilities Income Fund,HGI-UN,2021,3,2,9.0,N/A,N/A,3620000.0,N/A,N/A,N/A,0.0791,N/A,N/A
World Financial Split Corp.,WFS,2021,3,2,2.3,Financial,Asset Management,2730000.0,N/A,N/A,5.61,N/A,N/A,N/A
Tamarack Valley Energy Ltd.,TVE,2021,3,2,2.26,Energy,Oil & Gas E&P,592580000.0,N/A,N/A,1.0,N/A,0.0,N/A
Franco-Nevada Corporation,FNV,2021,3,2,140.32,Basic Materials,Gold,26780000000.0,101.24,2.28,5.12,0.009399999999999999,0.5468,513.5216960570635
Avalon Advanced Materials Inc.,AVL,2021,3,2,0.255,Basic Materials,Other Industrial Metals & Mining,88880000.0,N/A,N/A,0.78,N/A,0.0,N/A
Rogers Sugar Inc.,RSI,2021,3,2,5.41,Consumer Defensive,Confectioners,560140000.0,16.85,N/A,2.05,0.0667,1.125,32.382581794318924
Restaurant Brands International Inc.,QSR,2021,3,2,78.97,Consumer Cyclical,Restaurants,24100000000.0,49.42,1.14,11.11,0.0347,1.3,530.6428916594182
International Tower Hill Mines Ltd.,ITH,2021,3,2,1.51,Basic Materials,Gold,294310000.0,N/A,N/A,4.28,N/A,0.0,N/A
Arizona Gold Corp.,AZG,2021,3,2,0.14,Basic Materials,Gold,48450000.0,N/A,N/A,23.33,N/A,0.0,N/A
Fortune Minerals Limited,FT,2021,3,2,0.125,Basic Materials,Other Industrial Metals & Mining,44940000.0,N/A,N/A,0.7,N/A,0.0,N/A
Sprott Physical Silver Trust,PSLV,2021,3,2,12.14,N/A,N/A,2990000000.0,N/A,N/A,N/A,N/A,N/A,N/A
B2Gold Corp.,BTO,2021,3,2,5.73,Basic Materials,Gold,6030000000.0,9.71,7.24,2.34,0.0364,0.1864,21.92338865302972
George Weston Limited,WN,2021,3,2,96.59,Consumer Defensive,Grocery Stores,14840000000.0,14.01,2.53,2.11,0.0233,0.3048,28.88800938141307
STEP Energy Services Ltd.,STEP,2021,3,2,1.34,Energy,Oil & Gas Equipment & Services,90480000.0,N/A,N/A,0.39,N/A,0.0,N/A
Brookfield Renewable Corporation,BEPC,2021,3,2,58.02,Utilities,Utilities—Renewable,9990000000.0,N/A,N/A,17.84,0.019299999999999998,N/A,N/A
Clarke Inc.,CKI,2021,3,2,7.06,Financial Services,Asset Management,110530000.0,N/A,N/A,0.78,N/A,0.0,N/A
Perpetual Energy Inc.,PMT,2021,3,2,0.26,Energy,Oil & Gas E&P,16070000.0,N/A,N/A,N/A,N/A,0.0,N/A
